NM_RxnSmiles,coarse_solvent,base,temperature,Yield,parsed_rxn,parsed_reagents,rxn_id,fine_solvent,dataset,exact_solvent,exact_base
Cn1ccc2cc(B(O)O)ccc21.FC(F)(F)c1cc(I)c2c(c1)ncn2-c1ccccc1>>Cn1ccc2cc(-c3cc(C(F)(F)F)cc4ncn(-c5ccccc5)c34)ccc21,other,carbonate,20,83.9,[F:14][C:15]([F:16])([F:17])[c:18]1[cH:19][c:20]([I:21])[c:22]2[n:27]([cH:26][n:25][c:23]2[cH:24]1)-[c:28]1[cH:33][cH:32][cH:31][cH:30][cH:29]1.[OH:9][B:8]([OH:10])[c:7]1[cH:11][cH:12][c:13]2[c:5]([cH:6]1)[cH:4][cH:3][n:2]2[CH3:1]>>[F:14][C:15]([F:16])([F:17])[c:18]1[cH:24][c:23]2[n:25][cH:26][n:27](-[c:28]3[cH:33][cH:32][cH:31][cH:30][cH:29]3)[c:22]2[c:20](-[c:7]2[cH:6][c:5]3[cH:4][cH:3][n:2]([CH3:1])[c:13]3[cH:12][cH:11]2)[cH:19]1,"",934,other,train,OCCCO.O.COCCOC,O=C([O-])[O-].[K+].[K+]
OB(O)c1ccccc1.O=Cc1cc(Br)co1>>O=Cc1cc(-c2ccccc2)co1,alcoArom,carbonate,20,97.0,[Br:15][c:14]1[cH:16][o:17][c:12]([cH:13]1)[CH:11]=[O:10].[cH:5]1[cH:6][cH:7][cH:8][cH:9][c:4]1[B:2]([OH:1])[OH:3]>>[cH:6]1[cH:5][c:4]([cH:9][cH:8][cH:7]1)-[c:14]1[cH:13][c:12]([o:17][cH:16]1)[CH:11]=[O:10],"",1982,water/alcohols/aromatics,train,CCO.Cc1ccccc1.O,O=C([O-])[O-].[Na+].[Na+]
CCCCCCOc1c(F)ccc(B(O)O)c1F.Brc1ccccn1>>CCCCCCOc1c(F)ccc(-c2ccccn2)c1F,alcoArom,carbonate,20,83.25,[OH:15][B:14]([OH:16])[c:13]1[c:17]([F:18])[c:8]([O:7][CH2:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1])[c:9]([F:10])[cH:11][cH:12]1.[n:25]1[c:20]([cH:21][cH:22][cH:23][cH:24]1)[Br:19]>>[CH2:3]([CH2:2][CH3:1])[CH2:4][CH2:5][CH2:6][O:7][c:8]1[c:9]([F:10])[cH:11][cH:12][c:13](-[c:20]2[n:25][cH:24][cH:23][cH:22][cH:21]2)[c:17]1[F:18],"",4799,water/alcohols/aromatics,train,CCO.Cc1ccccc1.O,O=C([O-])[O-].[K+].[K+]
COc1cccc(B(O)O)c1.CN(Cc1ccccc1)C(=O)c1ccc(Br)s1>>COc1cccc(-c2ccc(C(=O)N(C)Cc3ccccc3)s2)c1,other,other,20,85.75,[OH:9][B:8]([OH:10])[c:7]1[cH:11][c:3]([cH:4][cH:5][cH:6]1)[O:2][CH3:1].[cH:17]1[cH:16][c:15]([cH:20][cH:19][cH:18]1)[CH2:14][N:13]([CH3:12])[C:21]([c:23]1[cH:24][cH:25][c:26]([s:28]1)[Br:27])=[O:22]>>[cH:17]1[cH:16][c:15]([cH:20][cH:19][cH:18]1)[CH2:14][N:13]([C:21](=[O:22])[c:23]1[cH:24][cH:25][c:26](-[c:7]2[cH:6][cH:5][cH:4][c:3]([O:2][CH3:1])[cH:11]2)[s:28]1)[CH3:12],"",4510,other,train,No Solvent,No Base
COc1ccc(B(O)O)cc1.Nc1cncc(Br)c1>>COc1ccc(-c2cncc(N)c2)cc1,polar,carbonate,20,59.9,[cH:5]1[cH:4][c:3]([cH:11][cH:10][c:6]1[B:7]([OH:8])[OH:9])[O:2][CH3:1].[n:15]1[cH:16][c:17]([cH:19][c:13]([cH:14]1)[NH2:12])[Br:18]>>[cH:5]1[cH:4][c:3]([cH:11][cH:10][c:6]1-[c:17]1[cH:16][n:15][cH:14][c:13]([NH2:12])[cH:19]1)[O:2][CH3:1],"",4690,water/amides,train,CN(C)C=O.O,O=C([O-])[O-].[K+].[K+]
CCS(=O)(=O)Nc1cccc(B(O)O)c1.Cc1ccc2c(=O)n(C)cc(Br)c2c1>>CCS(=O)(=O)Nc1cccc(-c2cn(C)c(=O)c3ccc(C)cc23)c1,ethers,phosphate,20,52.1,[O:4]=[S:3](=[O:5])([NH:6][c:7]1[cH:15][c:11]([B:12]([OH:13])[OH:14])[cH:10][cH:9][cH:8]1)[CH2:2][CH3:1].[c:21]1([c:20]2[c:28]([cH:29][c:17]([cH:18][cH:19]2)[CH3:16])[c:26]([cH:25][n:23]1[CH3:24])[Br:27])=[O:22]>>[O:4]=[S:3](=[O:5])([CH2:2][CH3:1])[NH:6][c:7]1[cH:8][cH:9][cH:10][c:11](-[c:26]2[c:28]3[cH:29][c:17]([CH3:16])[cH:18][cH:19][c:20]3[c:21](=[O:22])[n:23]([CH3:24])[cH:25]2)[cH:15]1,"",2933,ethers,train,C1COCCO1,O=P([O-])([O-])[O-].[K+].[K+].[K+]
Cn1c(C#N)ccc1B(O)O.Nc1cc(F)c(Br)c(F)c1>>Cn1c(C#N)ccc1-c1c(F)cc(N)cc1F,ethers,fluoride,20,92.0,[OH:10][B:9]([OH:11])[c:8]1[cH:7][cH:6][c:3]([n:2]1[CH3:1])[C:4]#[N:5].[cH:14]1[c:15]([F:16])[c:17]([c:19]([cH:21][c:13]1[NH2:12])[F:20])[Br:18]>>[cH:14]1[c:15]([F:16])[c:17]([c:19]([cH:21][c:13]1[NH2:12])[F:20])-[c:8]1[cH:7][cH:6][c:3]([n:2]1[CH3:1])[C:4]#[N:5],"",521,ethers,train,C1CCOC1,[K+].[F-]
OB(O)c1cccc(Cl)c1.Cc1cc2sc(N)nc2c(Br)c1F>>Cc1cc2sc(N)nc2c(-c2cccc(Cl)c2)c1F,other,carbonate,20,55.0,[Br:21][c:20]1[c:22]([F:23])[c:12]([cH:13][c:14]2[s:15][c:16]([NH2:17])[n:18][c:19]12)[CH3:11].[OH:1][B:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][c:8]([Cl:9])[cH:10]1>>[c:4]1([cH:5][cH:6][cH:7][c:8]([cH:10]1)[Cl:9])-[c:20]1[c:19]2[c:14]([s:15][c:16]([n:18]2)[NH2:17])[cH:13][c:12]([c:22]1[F:23])[CH3:11],"",3840,other,train,CCO.O.C1COCCO1,O=C([O-])[O-].[K+].[K+]
OB(O)c1ccncc1.Cc1cc(C)c(CNC(=O)c2ccc(Oc3cccc(Br)c3C#N)c(Cl)c2)c(O)n1>>Cc1cc(C)c(CNC(=O)c2ccc(Oc3cccc(-c4ccncc4)c3C#N)c(Cl)c2)c(O)n1,water/ethers,carbonate,20,69.85,[OH:38][c:37]1[n:39][c:11]([CH3:10])[cH:12][c:13]([c:15]1[CH2:16][NH:17][C:18]([c:20]1[cH:36][c:34]([c:23]([O:24][c:25]2[cH:26][cH:27][cH:28][c:29]([c:31]2[C:32]#[N:33])[Br:30])[cH:22][cH:21]1)[Cl:35])=[O:19])[CH3:14].[cH:6]1[cH:5][c:4]([cH:9][cH:8][n:7]1)[B:2]([OH:1])[OH:3]>>[cH:5]1[cH:6][n:7][cH:8][cH:9][c:4]1-[c:29]1[c:31]([c:25]([cH:26][cH:27][cH:28]1)[O:24][c:23]1[c:34]([cH:36][c:20]([C:18](=[O:19])[NH:17][CH2:16][c:15]2[c:37]([OH:38])[n:39][c:11]([cH:12][c:13]2[CH3:14])[CH3:10])[cH:21][cH:22]1)[Cl:35])[C:32]#[N:33],"",3142,water/ethers,train,O.C1COCCO1,O=C([O-])[O-].[Na+].[Na+]
COc1cccc(B(O)O)c1.COC(=O)c1cc(Br)oc1C>>COC(=O)c1cc(-c2cccc(OC)c2)oc1C,water/ethers,carbonate,20,92.5,[Br:19][c:18]1[o:20][c:21]([c:16]([C:14]([O:13][CH3:12])=[O:15])[cH:17]1)[CH3:22].[OH:9][B:8]([OH:10])[c:7]1[cH:11][c:3]([cH:4][cH:5][cH:6]1)[O:2][CH3:1]>>[C:14]([c:16]1[c:21]([o:20][c:18](-[c:7]2[cH:6][cH:5][cH:4][c:3]([O:2][CH3:1])[cH:11]2)[cH:17]1)[CH3:22])([O:13][CH3:12])=[O:15],"",1828,water/ethers,train,O.COCCOC,O=C([O-])[O-].[Na+].[Na+]
Nc1cccc(B(O)O)c1.Brc1ccccn1>>Nc1cccc(-c2ccccn2)c1,other,carbonate,20,41.2,[OH:8][B:7]([OH:9])[c:6]1[cH:5][cH:4][cH:3][c:2]([NH2:1])[cH:10]1.[n:17]1[c:12]([cH:13][cH:14][cH:15][cH:16]1)[Br:11]>>[cH:3]1[c:2]([cH:10][c:6]([cH:5][cH:4]1)-[c:12]1[n:17][cH:16][cH:15][cH:14][cH:13]1)[NH2:1],"",3943,other,train,O.COCCOC.CCOC(C)=O,O=C([O-])[O-].[K+].[K+]
OB(O)c1ccncc1.CC(C)(C)OC(=O)NC[C@@H]1C[C@H]1c1ccc(Br)cc1>>CC(C)(C)OC(=O)NC[C@@H]1C[C@H]1c1ccc(-c2ccncc2)cc1,ethers,carbonate,20,90.1,[CH3:10][C:11]([CH3:12])([CH3:13])[O:14][C:15]([NH:17][CH2:18][C@@H:19]1[CH2:20][C@H:21]1[c:22]1[cH:28][cH:27][c:25]([cH:24][cH:23]1)[Br:26])=[O:16].[cH:6]1[cH:5][c:4]([cH:9][cH:8][n:7]1)[B:2]([OH:1])[OH:3]>>[CH3:10][C:11]([CH3:12])([CH3:13])[O:14][C:15](=[O:16])[NH:17][CH2:18][C@@H:19]1[CH2:20][C@H:21]1[c:22]1[cH:28][cH:27][c:25]([cH:24][cH:23]1)-[c:4]1[cH:5][cH:6][n:7][cH:8][cH:9]1,"",3910,ethers,train,COCCOC,O=C([O-])[O-].[K+].[K+]
COc1cc(CO)cc(OC)c1B(O)O.CCc1nn2c(I)cccc2c1N(CC1CCOCC1)CC1CC1>>CCc1nn2c(-c3c(OC)cc(CO)cc3OC)cccc2c1N(CC1CCOCC1)CC1CC1,other,carbonate,20,89.7,[CH2:31]1[CH2:32][O:33][CH2:34][CH2:35][CH:30]1[CH2:29][N:28]([CH2:36][CH:37]1[CH2:38][CH2:39]1)[c:27]1[c:18]([CH2:17][CH3:16])[n:19][n:20]2[c:26]1[cH:25][cH:24][cH:23][c:21]2[I:22].[cH:4]1[c:3]([O:2][CH3:1])[c:12]([c:9]([cH:8][c:5]1[CH2:6][OH:7])[O:10][CH3:11])[B:13]([OH:14])[OH:15]>>[CH2:31]1[CH2:32][O:33][CH2:34][CH2:35][CH:30]1[CH2:29][N:28]([CH2:36][CH:37]1[CH2:38][CH2:39]1)[c:27]1[c:26]2[cH:25][cH:24][cH:23][c:21](-[c:12]3[c:9]([O:10][CH3:11])[cH:8][c:5]([cH:4][c:3]3[O:2][CH3:1])[CH2:6][OH:7])[n:20]2[n:19][c:18]1[CH2:17][CH3:16],"",4036,other,train,Cc1ccccc1.O.COCCOC,O=C([O-])[O-].[K+].[K+]
Cc1cc(B(O)O)ccc1F.CC(C)(C)OC(=O)N1CCC(c2nc(Br)cn2CCN2CCC2)CC1>>Cc1cc(-c2cn(CCN3CCC3)c(C3CCN(C(=O)OC(C)(C)C)CC3)n2)ccc1F,water/ethers,carbonate,20,99.2,[CH3:12][C:13]([CH3:14])([CH3:15])[O:16][C:17](=[O:18])[N:19]1[CH2:20][CH2:21][CH:22]([CH2:35][CH2:36]1)[c:23]1[n:28]([CH2:29][CH2:30][N:31]2[CH2:32][CH2:33][CH2:34]2)[cH:27][c:25]([Br:26])[n:24]1.[OH:6][B:5]([OH:7])[c:4]1[cH:3][c:2]([c:10]([cH:9][cH:8]1)[F:11])[CH3:1]>>[CH3:12][C:13]([CH3:14])([CH3:15])[O:16][C:17](=[O:18])[N:19]1[CH2:36][CH2:35][CH:22]([CH2:21][CH2:20]1)[c:23]1[n:24][c:25](-[c:4]2[cH:8][cH:9][c:10]([c:2]([CH3:1])[cH:3]2)[F:11])[cH:27][n:28]1[CH2:29][CH2:30][N:31]1[CH2:32][CH2:33][CH2:34]1,"",5029,water/ethers,train,O.C1COCCO1,O=C([O-])[O-].[Cs+].[Cs+]
CC1(C)CCc2cc(B(O)O)ccc2O1.CCCc1nc(C)c(Br)c(=O)n1Cc1ccc(-c2ccccc2C#N)cc1>>CCCc1nc(C)c(-c2ccc3c(c2)CCC(C)(C)O3)c(=O)n1Cc1ccc(-c2ccccc2C#N)cc1,other,carbonate,20,48.8,[CH3:1][C:2]1([CH3:3])[O:15][c:14]2[c:6]([CH2:5][CH2:4]1)[cH:7][c:8]([cH:12][cH:13]2)[B:9]([OH:10])[OH:11].[cH:30]1[cH:31][c:32]([cH:41][cH:42][c:29]1[CH2:28][n:27]1[c:19]([n:20][c:21]([c:23]([c:25]1=[O:26])[Br:24])[CH3:22])[CH2:18][CH2:17][CH3:16])-[c:33]1[c:38]([cH:37][cH:36][cH:35][cH:34]1)[C:39]#[N:40]>>[cH:31]1[cH:30][c:29]([cH:42][cH:41][c:32]1-[c:33]1[c:38]([cH:37][cH:36][cH:35][cH:34]1)[C:39]#[N:40])[CH2:28][n:27]1[c:19]([CH2:18][CH2:17][CH3:16])[n:20][c:21]([CH3:22])[c:23](-[c:8]2[cH:12][cH:13][c:14]3[c:6]([CH2:5][CH2:4][C:2]([CH3:1])([CH3:3])[O:15]3)[cH:7]2)[c:25]1=[O:26],"",1148,other,train,CCOC(C)=O.C1COCCO1,O=C([O-])[O-].[Cs+].[Cs+]
N#Cc1ccc(B(O)O)cc1.COc1cc(-c2ccc3ncc(I)n3n2)ccc1C(=O)N1CCOCC1>>COc1cc(-c2ccc3ncc(-c4ccc(C#N)cc4)n3n2)ccc1C(=O)N1CCOCC1,water/ethers,phosphate,20,43.0,[CH2:34]1[CH2:33][N:32]([CH2:37][CH2:36][O:35]1)[C:30](=[O:31])[c:29]1[cH:28][cH:27][c:16]([cH:15][c:14]1[O:13][CH3:12])-[c:17]1[cH:18][cH:19][c:20]2[n:21][cH:22][c:23]([I:24])[n:25]2[n:26]1.[cH:5]1[cH:4][c:3]([cH:11][cH:10][c:6]1[B:7]([OH:8])[OH:9])[C:2]#[N:1]>>[CH2:33]1[CH2:34][O:35][CH2:36][CH2:37][N:32]1[C:30]([c:29]1[c:14]([O:13][CH3:12])[cH:15][c:16](-[c:17]2[cH:18][cH:19][c:20]3[n:21][cH:22][c:23](-[c:6]4[cH:10][cH:11][c:3]([cH:4][cH:5]4)[C:2]#[N:1])[n:25]3[n:26]2)[cH:27][cH:28]1)=[O:31],"",4672,water/ethers,train,O.C1COCCO1,O=P([O-])([O-])[O-].[K+].[K+].[K+]
OB(O)c1cccc(Cl)c1.Cc1ccc(C(=O)O)nc1Br>>Cc1ccc(C(=O)O)nc1-c1cccc(Cl)c1,other,carbonate,20,63.150000000000006,[O:17]=[C:16]([OH:18])[c:15]1[n:19][c:20]([Br:21])[c:12]([CH3:11])[cH:13][cH:14]1.[OH:1][B:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][c:8]([Cl:9])[cH:10]1>>[O:17]=[C:16]([OH:18])[c:15]1[cH:14][cH:13][c:12]([CH3:11])[c:20]([n:19]1)-[c:4]1[cH:5][cH:6][cH:7][c:8]([cH:10]1)[Cl:9],"",3269,other,train,O.ClCCl,O=C([O-])[O-].[K+].[K+]
OB(O)c1ccccc1.Clc1cc(Br)cc(Cl)n1>>Clc1cc(-c2ccccc2)cc(Cl)n1,water/ethers,carbonate,20,26.75,[Cl:10][c:11]1[cH:12][c:13]([cH:15][c:16]([Cl:17])[n:18]1)[Br:14].[cH:5]1[cH:6][cH:7][cH:8][cH:9][c:4]1[B:2]([OH:1])[OH:3]>>[c:11]1([Cl:10])[cH:12][c:13]([cH:15][c:16]([Cl:17])[n:18]1)-[c:4]1[cH:9][cH:8][cH:7][cH:6][cH:5]1,"",3282,water/ethers,train,O.C1COCCO1,O=C([O-])[O-].[Na+].[Na+]
N#Cc1ccc(B(O)O)cn1.CC(C)n1nc(I)c2c(N)ncnc21>>CC(C)n1nc(-c2ccc(C#N)nc2)c2c(N)ncnc21,other,carbonate,20,13.4,[CH3:12][CH:13]([CH3:14])[n:15]1[c:25]2[c:19]([c:20]([NH2:21])[n:22][cH:23][n:24]2)[c:17]([I:18])[n:16]1.[OH:8][B:7]([OH:9])[c:6]1[cH:5][cH:4][c:3]([C:2]#[N:1])[n:11][cH:10]1>>[CH3:12][CH:13]([CH3:14])[n:15]1[c:25]2[c:19]([c:20]([NH2:21])[n:22][cH:23][n:24]2)[c:17](-[c:6]2[cH:10][n:11][c:3]([cH:4][cH:5]2)[C:2]#[N:1])[n:16]1,"",781,other,train,CCO.COCCOC,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1ccc(F)nc1.Nc1cc(Br)cc(-c2ccc(F)cc2F)c1>>Nc1cc(-c2ccc(F)nc2)cc(-c2ccc(F)cc2F)c1,polar,carbonate,20,45.7,[F:22][c:21]1[cH:20][cH:19][c:18](-[c:17]2[cH:16][c:14]([cH:13][c:12]([cH:26]2)[NH2:11])[Br:15])[c:24]([cH:23]1)[F:25].[OH:1][B:2]([OH:3])[c:4]1[cH:10][n:9][c:7]([cH:6][cH:5]1)[F:8]>>[F:25][c:24]1[cH:23][c:21]([cH:20][cH:19][c:18]1-[c:17]1[cH:16][c:14](-[c:4]2[cH:5][cH:6][c:7]([n:9][cH:10]2)[F:8])[cH:13][c:12]([NH2:11])[cH:26]1)[F:22],"",5139,water/amides,train,O.CC(=O)N(C)C,O=C([O-])[O-].[K+].[K+]
COc1ccc(B(O)O)c(Cl)c1.Cc1nc(C(F)(F)F)ccc1Cc1nnc2cc(-c3ccc(Cl)cc3)c(Br)cn12>>COc1ccc(-c2cn3c(Cc4ccc(C(F)(F)F)nc4C)nnc3cc2-c2ccc(Cl)cc2)c(Cl)c1,water/ethers,carbonate,20,69.5,[F:18][C:17]([F:19])([F:20])[c:16]1[cH:21][cH:22][c:23]([CH2:24][c:25]2[n:41]3[cH:40][c:38]([Br:39])[c:30]([cH:29][c:28]3[n:27][n:26]2)-[c:31]2[cH:32][cH:33][c:34]([cH:36][cH:37]2)[Cl:35])[c:14]([CH3:13])[n:15]1.[OH:8][B:7]([OH:9])[c:6]1[c:10]([Cl:11])[cH:12][c:3]([O:2][CH3:1])[cH:4][cH:5]1>>[F:18][C:17]([F:19])([F:20])[c:16]1[cH:21][cH:22][c:23]([CH2:24][c:25]2[n:41]3[cH:40][c:38]([c:30]([cH:29][c:28]3[n:27][n:26]2)-[c:31]2[cH:32][cH:33][c:34]([cH:36][cH:37]2)[Cl:35])-[c:6]2[cH:5][cH:4][c:3]([cH:12][c:10]2[Cl:11])[O:2][CH3:1])[c:14]([CH3:13])[n:15]1,"",873,water/ethers,train,O.C1COCCO1,O=C([O-])[O-].[K+].[K+]
Cn1c(C#N)ccc1B(O)O.Nc1ccc(Br)c(C(F)(F)F)c1>>Cn1c(C#N)ccc1-c1ccc(N)cc1C(F)(F)F,other,fluoride,20,91.85,[F:20][C:19]([F:21])([F:22])[c:18]1[c:16]([Br:17])[cH:15][cH:14][c:13]([cH:23]1)[NH2:12].[OH:10][B:9]([OH:11])[c:8]1[cH:7][cH:6][c:3]([n:2]1[CH3:1])[C:4]#[N:5]>>[F:20][C:19]([F:21])([F:22])[c:18]1[c:16]([cH:15][cH:14][c:13]([cH:23]1)[NH2:12])-[c:8]1[n:2]([CH3:1])[c:3]([cH:6][cH:7]1)[C:4]#[N:5],"",518,other,train,No Solvent,[K+].[F-]
CS(=O)(=O)c1cccc(B(O)O)c1.COC(=O)COc1cc(-c2ccc(Br)s2)n(-c2ccccc2Cl)n1>>COC(=O)COc1cc(-c2ccc(-c3cccc(S(C)(=O)=O)c3)s2)n(-c2ccccc2Cl)n1,water/ethers,carbonate,20,44.75,[O:15]([C:16](=[O:17])[CH2:18][O:19][c:20]1[cH:21][c:22](-[c:23]2[cH:24][cH:25][c:26]([Br:27])[s:28]2)[n:29](-[c:30]2[cH:31][cH:32][cH:33][cH:34][c:35]2[Cl:36])[n:37]1)[CH3:14].[OH:11][B:10]([OH:12])[c:9]1[cH:8][cH:7][cH:6][c:5]([cH:13]1)[S:2](=[O:3])(=[O:4])[CH3:1]>>[O:3]=[S:2](=[O:4])([c:5]1[cH:6][cH:7][cH:8][c:9](-[c:26]2[cH:25][cH:24][c:23]([s:28]2)-[c:22]2[cH:21][c:20]([n:37][n:29]2-[c:30]2[cH:31][cH:32][cH:33][cH:34][c:35]2[Cl:36])[O:19][CH2:18][C:16](=[O:17])[O:15][CH3:14])[cH:13]1)[CH3:1],"",1376,water/ethers,train,O.C1CCOC1,O=C([O-])[O-].[Na+].[Na+]
Cn1c(C#N)ccc1B(O)O.CN(C)c1cc(Br)ccc1S(=O)(=O)N(C)C>>CN(C)c1cc(-c2ccc(C#N)n2C)ccc1S(=O)(=O)N(C)C,other,fluoride,20,14.15,[CH3:12][N:13]([CH3:14])[c:15]1[c:21]([cH:20][cH:19][c:17]([cH:16]1)[Br:18])[S:22](=[O:24])(=[O:23])[N:25]([CH3:26])[CH3:27].[OH:10][B:9]([OH:11])[c:8]1[cH:7][cH:6][c:3]([n:2]1[CH3:1])[C:4]#[N:5]>>[CH3:26][N:25]([CH3:27])[S:22](=[O:24])(=[O:23])[c:21]1[cH:20][cH:19][c:17]([cH:16][c:15]1[N:13]([CH3:12])[CH3:14])-[c:8]1[n:2]([CH3:1])[c:3]([C:4]#[N:5])[cH:6][cH:7]1,"",1024,other,train,No Solvent,[K+].[F-]
COc1ncccc1B(O)O.COc1cc(Cl)ccc1Oc1ccc(C#N)cc1Br>>COc1cc(Cl)ccc1Oc1ccc(C#N)cc1-c1cccnc1OC,ethers,carbonate,20,86.1,[O:13]([CH3:12])[c:14]1[c:20]([cH:19][cH:18][c:16]([cH:15]1)[Cl:17])[O:21][c:22]1[c:29]([cH:28][c:25]([cH:24][cH:23]1)[C:26]#[N:27])[Br:30].[OH:10][B:9]([OH:11])[c:8]1[c:3]([n:4][cH:5][cH:6][cH:7]1)[O:2][CH3:1]>>[c:8]1([cH:7][cH:6][cH:5][n:4][c:3]1[O:2][CH3:1])-[c:29]1[c:22]([O:21][c:20]2[cH:19][cH:18][c:16]([cH:15][c:14]2[O:13][CH3:12])[Cl:17])[cH:23][cH:24][c:25]([C:26]#[N:27])[cH:28]1,"",2465,ethers,train,C1COCCO1,O=C([O-])[O-].[K+].[K+]
Cc1cc(B(O)O)ccn1.O=C(Nc1cccc(Br)c1)[C@H](Cc1ccccc1)NCc1cscn1>>Cc1cc(-c2cccc(NC(=O)[C@H](Cc3ccccc3)NCc3cscn3)c2)ccn1,other,carbonate,20,52.95,[OH:6][B:5]([OH:7])[c:4]1[cH:8][cH:9][n:10][c:2]([CH3:1])[cH:3]1.[cH:25]1[cH:24][c:23]([cH:28][cH:27][cH:26]1)[CH2:22][C@@H:21]([C:12](=[O:11])[NH:13][c:14]1[cH:15][cH:16][cH:17][c:18]([Br:19])[cH:20]1)[NH:29][CH2:30][c:31]1[cH:32][s:33][cH:34][n:35]1>>[cH:25]1[cH:24][c:23]([cH:28][cH:27][cH:26]1)[CH2:22][C@H:21]([NH:29][CH2:30][c:31]1[n:35][cH:34][s:33][cH:32]1)[C:12](=[O:11])[NH:13][c:14]1[cH:20][c:18]([cH:17][cH:16][cH:15]1)-[c:4]1[cH:3][c:2]([CH3:1])[n:10][cH:9][cH:8]1,"",2508,other,train,CO.CN(C)C=O,O=C([O-])[O-].[K+].[K+]
CN(C)c1ccc(B(O)O)cc1.CC(C)(C)OC(=O)n1nc(I)c2ccc([N+](=O)[O-])cc21>>CN(C)c1ccc(-c2nn(C(=O)OC(C)(C)C)c3cc([N+](=O)[O-])ccc23)cc1,other,carbonate,20,69.15,[CH3:13][C:14]([CH3:16])([CH3:15])[O:17][C:18](=[O:19])[n:20]1[c:32]2[cH:31][c:27]([cH:26][cH:25][c:24]2[c:22]([I:23])[n:21]1)[N+:28]([O-:30])=[O:29].[CH3:1][N:2]([CH3:3])[c:4]1[cH:12][cH:11][c:7]([cH:6][cH:5]1)[B:8]([OH:9])[OH:10]>>[CH3:13][C:14]([CH3:16])([CH3:15])[O:17][C:18](=[O:19])[n:20]1[c:32]2[cH:31][c:27]([cH:26][cH:25][c:24]2[c:22]([n:21]1)-[c:7]1[cH:11][cH:12][c:4]([cH:5][cH:6]1)[N:2]([CH3:1])[CH3:3])[N+:28]([O-:30])=[O:29],"",3576,other,train,CCO.Cc1ccccc1.O.ClCCl,O=C([O-])[O-].[Na+].[Na+]
NCc1ccc(B(O)O)cc1.N#Cc1cnc2sc(I)cc2c1Nc1ccc2[nH]ccc2c1>>N#Cc1cnc2sc(-c3ccc(CN)cc3)cc2c1Nc1ccc2[nH]ccc2c1,water/ethers,carbonate,20,36.8,[C:13](#[N:12])[c:14]1[c:23]([c:22]2[cH:21][c:19]([I:20])[s:18][c:17]2[n:16][cH:15]1)[NH:24][c:25]1[cH:33][c:32]2[c:28]([nH:29][cH:30][cH:31]2)[cH:27][cH:26]1.[cH:5]1[cH:4][c:3]([cH:11][cH:10][c:6]1[B:7]([OH:8])[OH:9])[CH2:2][NH2:1]>>[cH:5]1[cH:4][c:3]([cH:11][cH:10][c:6]1-[c:19]1[cH:21][c:22]2[c:23]([c:14]([C:13]#[N:12])[cH:15][n:16][c:17]2[s:18]1)[NH:24][c:25]1[cH:26][cH:27][c:28]2[nH:29][cH:30][cH:31][c:32]2[cH:33]1)[CH2:2][NH2:1],"",3676,water/ethers,train,O.COCCOC,O=C([O-])O.[Na+]
OB(O)c1cccnc1F.CN(Cc1cc(Br)c(S(=O)(=O)c2ccccc2)s1)C(=O)OC(C)(C)C>>CN(Cc1cc(-c2cccnc2F)c(S(=O)(=O)c2ccccc2)s1)C(=O)OC(C)(C)C,water/ethers,carbonate,20,56.75,[CH3:33][C:32]([CH3:34])([CH3:35])[O:31][C:29]([N:12]([CH3:11])[CH2:13][c:14]1[s:28][c:18]([S:19](=[O:20])(=[O:21])[c:22]2[cH:27][cH:26][cH:25][cH:24][cH:23]2)[c:16]([cH:15]1)[Br:17])=[O:30].[OH:1][B:2]([OH:3])[c:4]1[c:9]([n:8][cH:7][cH:6][cH:5]1)[F:10]>>[CH3:33][C:32]([CH3:34])([CH3:35])[O:31][C:29](=[O:30])[N:12]([CH2:13][c:14]1[cH:15][c:16]([c:18]([S:19](=[O:20])(=[O:21])[c:22]2[cH:27][cH:26][cH:25][cH:24][cH:23]2)[s:28]1)-[c:4]1[c:9]([F:10])[n:8][cH:7][cH:6][cH:5]1)[CH3:11],"",3861,water/ethers,train,O.COCCOC,O=C([O-])[O-].[Na+].[Na+]
